Communication_link,Power_save_mechanism,Generated_traffic,Transport_protocol,Packets_per_second,Sta_count,Uplink_delay,Downlink_delay,Uplink_pcktloss,Downlink_pcktloss,Uplink_thrpt,Downlink_thrpt,sta_nrg,ap_nrg,sta_overhead,ap_overhead
Duplex,Mix,Periodic,TCP,30.0,2,130.144,60.676,0.770043,0.0681843,4.63861,3.00667,81.8715,423.992,8.00708,25.8343
Up Link,Mix,Full Buffer,UDP,10.0,4,3066.47,0.0,,0.0,31.0459,0.0,122.533,429.884,4.20167,27.8804
Up Link,Mix,Full Buffer,TCP,10.0,2,27.5615,0.0,,0.0,7.66145,0.0,71.3306,417.086,3.55589,11.2078
Duplex,Mix,Periodic,TCP,20.0,2,171.498,41.185,0.274034,0.00758495,4.77792,3.22272,84.0326,425.016,9.47191,30.2038
Down Link,Mix,Full Buffer,UDP,10.0,5,0.0,720.222,0.0,,0.0,13.6864,106.404,483.593,12.802,43.8865
Up Link,Mix,Full Buffer,TCP,10.0,5,28.8428,0.0,,0.0,10.0842,0.0,99.9423,434.109,8.45934,67.3209
Up Link,Mix,Periodic,TCP,40.0,3,30.9657,0.0,,0.0,3.88927,0.0,88.6142,423.888,10.5669,44.6928
Down Link,Mix,Poisson,UDP,10.0,3,0.0,915.303,0.0,,0.0,3.29901,107.273,425.444,12.3036,34.9096
Down Link,Mix,Poisson,TCP,10.0,2,0.0,19.166,0.0,,0.0,3.40757,70.5455,421.819,6.91105,21.9676
Duplex,Mix,Periodic,TCP,50.0,5,201.128,104.192,0.647389,0.0525054,1.41601,1.6084,82.6119,425.256,8.91619,39.5004
Down Link,Mix,Full Buffer,TCP,50.0,3,0.0,32.4277,0.0,,0.0,24.7681,103.007,476.963,11.0493,48.4832
Duplex,Mix,Poisson,TCP,30.0,3,95.011,78.183,0.35282,0.00343077,2.95331,2.61057,91.8589,429.218,12.5391,53.3304
Duplex,Mix,Periodic,TCP,10.0,3,30.24,60.3463,0.623099,0.0131344,3.89491,2.79845,95.5955,432.859,14.2571,60.9293
Down Link,Mix,Periodic,TCP,30.0,3,0.0,27.1547,0.0,,0.0,2.62806,80.4598,425.674,9.27242,36.2007
Down Link,Mix,Periodic,TCP,40.0,1,0.0,7.8,0.0,,0.0,10.9546,72.4556,424.509,7.91997,19.6064
Down Link,Mix,Poisson,UDP,50.0,2,0.0,1431.93,0.0,,0.0,3.75691,87.8319,421.619,8.90839,24.7834
Duplex,Mix,Full Buffer,TCP,40.0,3,15.4983,55.7223,0.0926278,0.0248539,16.506,19.9773,121.815,461.599,6.96881,26.5196
Duplex,Mix,Full Buffer,UDP,10.0,2,3948.2,1712.69,101.253,88.5022,21.4595,15.897,100.063,443.485,5.29392,134.569
Up Link,Mix,Full Buffer,UDP,40.0,1,3095.63,0.0,,0.0,45.9295,0.0,115.371,420.269,3.19831,10.309
Down Link,Mix,Periodic,UDP,20.0,5,0.0,1575.49,0.0,,0.0,1.96162,111.024,425.632,12.1348,38.6687
Duplex,Mix,Poisson,UDP,10.0,1,21.357,509.045,3.36675,0.000746263,19.0333,12.2733,96.1099,427.502,7.30683,19.0273
Up Link,Mix,Full Buffer,TCP,20.0,3,17.0493,0.0,,0.0,3.88041,0.0,81.8532,417.268,3.68898,14.017
Down Link,Mix,Periodic,UDP,30.0,5,0.0,1668.77,0.0,,0.0,1.90578,111.181,425.435,12.1734,38.8241
Down Link,Mix,Full Buffer,TCP,10.0,2,0.0,18.332,0.0,,0.0,15.436,84.0433,439.424,5.5707,19.3536
Duplex,Mix,Periodic,TCP,40.0,2,47.1675,54.0425,1.53989,0.0142349,4.5617,2.83444,79.1193,422.925,6.8675,21.6018
Up Link,Mix,Full Buffer,TCP,10.0,3,10.5663,0.0,,0.0,26.1582,0.0,122.815,435.382,10.2428,52.1161
Duplex,Mix,Poisson,UDP,30.0,5,1325.6,1493.41,29.28,29.4856,2.87182,1.85521,102.537,429.88,13.8051,48.1654
Down Link,Mix,Poisson,TCP,30.0,3,0.0,20.624,0.0,,0.0,2.91992,73.8149,421.088,7.22462,23.3458
Down Link,Mix,Full Buffer,TCP,50.0,1,0.0,9.472,0.0,,0.0,30.5814,86.1682,437.791,7.68848,19.3937
Up Link,Mix,Full Buffer,UDP,10.0,4,3123.43,0.0,,0.0,31.9763,0.0,121.99,429.858,4.22054,28.1401
Up Link,Mix,Poisson,TCP,30.0,4,67.3213,0.0,,0.0,3.30253,0.0,93.4778,424.173,10.4639,45.1847
Down Link,Mix,Periodic,TCP,30.0,4,0.0,22.1535,0.0,,0.0,2.24572,79.0299,425.76,8.17969,35.2423
Down Link,Mix,Periodic,TCP,20.0,4,0.0,27.5915,0.0,,0.0,2.26411,79.8523,426.271,8.74972,36.7493
Duplex,Mix,Full Buffer,UDP,30.0,5,3059.84,2072.72,101.612,57.9797,23.418,4.76066,111.42,431.848,4.34902,32.5411
Up Link,Mix,Full Buffer,TCP,40.0,1,5.529,0.0,,0.0,16.3211,0.0,73.3989,416.56,3.20426,9.76512
Down Link,Mix,Periodic,UDP,40.0,4,0.0,949.164,0.0,,0.0,2.43682,104.321,425.164,10.345,33.3985
Down Link,Mix,Poisson,TCP,30.0,2,0.0,20.9035,0.0,,0.0,3.16508,69.5905,421.245,6.68711,21.1222
Duplex,Mix,Poisson,UDP,40.0,5,1336.23,1387.97,28.7615,31.0233,2.75557,1.94043,101.514,430.073,13.807,48.086
Duplex,Mix,Periodic,TCP,10.0,1,9.035,10.654,1.58972,0.00411989,7.30948,6.47353,73.2324,418.959,5.2952,14.485
Duplex,Mix,Full Buffer,TCP,30.0,4,25.313,79.953,0.122817,0.0447329,13.1523,14.9172,114.144,461.381,6.46126,26.8182
Up Link,Mix,Periodic,TCP,50.0,1,0.951,0.0,,0.0,2.68274,0.0,63.4641,415.613,4.39604,12.5554
Down Link,Mix,Full Buffer,UDP,50.0,3,0.0,715.703,0.0,,0.0,29.6289,111.711,485.283,12.9614,38.8743
Down Link,Mix,Periodic,UDP,40.0,1,0.0,7.868,0.0,,0.0,10.776,69.4371,423.337,7.73565,17.499
Duplex,Mix,Poisson,UDP,10.0,5,1446.25,1285.86,32.7514,30.3742,3.18632,2.05968,102.536,431.461,14.3061,49.8319
Down Link,Mix,Full Buffer,TCP,40.0,5,0.0,101.327,0.0,,0.0,9.65178,93.8309,467.05,17.2388,92.1437
Down Link,Mix,Poisson,UDP,40.0,5,0.0,1642.95,0.0,,0.0,1.87577,111.074,425.346,12.1279,38.6237
Duplex,Mix,Periodic,TCP,10.0,2,99.0645,61.178,1.26829,0.0136242,5.32894,3.37431,82.2553,424.433,7.76189,24.0384
Up Link,Mix,Full Buffer,TCP,30.0,4,23.8687,0.0,,0.0,2.57327,0.0,80.7018,417.201,3.72691,13.9007
Down Link,Mix,Full Buffer,UDP,50.0,5,0.0,782.346,0.0,,0.0,13.6668,106.143,483.307,12.723,44.6164
Up Link,Mix,Full Buffer,TCP,20.0,3,26.0543,0.0,,0.0,24.8812,0.0,125.518,435.398,11.1989,51.9998
Duplex,Mix,Full Buffer,TCP,30.0,4,17.774,64.0325,0.175253,0.00473858,8.93937,15.1296,98.0407,448.097,4.85915,25.1492
Duplex,Mix,Poisson,TCP,50.0,5,90.918,72.6474,0.323877,0.0446392,2.14809,1.41585,90.7031,431.691,10.7754,50.8474
Duplex,Mix,Periodic,TCP,30.0,4,37.6202,39.7968,0.778547,0.0345666,3.25211,2.12384,94.9749,435.004,12.607,56.7906
Down Link,Mix,Full Buffer,TCP,20.0,3,0.0,17.5363,0.0,,0.0,33.3853,102.91,477.592,10.1909,46.8372
Down Link,Mix,Periodic,TCP,30.0,2,0.0,3.8155,0.0,,0.0,5.54812,68.7775,421.024,5.32896,20.4965
Down Link,Mix,Poisson,TCP,30.0,3,0.0,26.0017,0.0,,0.0,2.67316,80.4535,425.616,9.64884,36.9348
Duplex,Mix,Poisson,TCP,30.0,4,36.8248,40.5757,0.695261,0.0200566,3.24076,2.10036,94.8361,435.044,12.4918,55.7627
Down Link,Mix,Full Buffer,UDP,40.0,4,0.0,659.862,0.0,,0.0,19.4835,109.361,486.371,10.2482,38.1856
Up Link,Mix,Periodic,UDP,20.0,1,8.385,0.0,,0.0,17.0241,0.0,82.5147,417.547,4.30837,13.9079
Down Link,Mix,Full Buffer,UDP,10.0,5,0.0,623.072,0.0,,0.0,13.6663,106.588,483.886,12.8945,44.0911
Up Link,Mix,Full Buffer,UDP,40.0,3,2198.41,0.0,,0.0,37.2162,0.0,129.838,430.277,4.89637,31.0837
Up Link,Mix,Poisson,TCP,10.0,3,119.86,0.0,,0.0,4.58584,0.0,102.782,425.576,14.4684,52.7144
Down Link,Mix,Full Buffer,UDP,30.0,1,0.0,631.031,0.0,,0.0,38.0375,84.776,440.74,6.6661,15.6106
Duplex,Mix,Full Buffer,UDP,30.0,5,3019.16,1941.68,101.763,58.132,23.7224,4.31548,111.066,431.473,4.37188,32.7098
Up Link,Mix,Full Buffer,UDP,40.0,2,3037.69,0.0,,0.0,28.482,0.0,95.1356,419.691,3.06418,10.3402
Up Link,Mix,Periodic,TCP,50.0,2,71.105,0.0,,0.0,4.51927,0.0,74.087,418.526,5.43234,21.1529
Duplex,Mix,Periodic,UDP,10.0,4,1051.06,665.06,21.3547,15.2623,4.01746,2.75085,101.07,433.278,12.4632,46.0337
Down Link,Mix,Full Buffer,TCP,10.0,2,0.0,19.652,0.0,,0.0,15.1276,83.5328,438.69,5.60881,19.4386
Down Link,Mix,Poisson,TCP,30.0,2,0.0,22.3405,0.0,,0.0,3.06346,69.3919,420.938,6.27869,20.1467
Down Link,Mix,Full Buffer,UDP,40.0,2,0.0,734.985,0.0,,0.0,19.1169,95.8895,442.426,7.66888,21.9307
Up Link,Mix,Poisson,UDP,40.0,1,8.419,0.0,,0.0,15.5096,0.0,80.243,417.198,4.02248,12.9707
Down Link,Mix,Periodic,UDP,30.0,5,0.0,1644.79,0.0,,0.0,1.90696,110.978,425.434,12.1743,38.8212
Duplex,Mix,Full Buffer,UDP,30.0,5,2985.49,1823.39,101.535,58.0306,22.1261,5.06301,111.189,432.041,4.42658,32.8581
Up Link,Mix,Poisson,UDP,30.0,3,2.478,0.0,,0.0,5.24219,0.0,85.1053,420.855,6.83808,31.6519
Up Link,Mix,Poisson,UDP,10.0,5,2.9056,0.0,,0.0,3.74042,0.0,84.5815,422.035,6.79763,35.9926
Down Link,Mix,Poisson,UDP,20.0,3,0.0,814.102,0.0,,0.0,3.26787,107.308,425.388,12.4587,35.3422
Up Link,Mix,Full Buffer,TCP,10.0,2,20.3695,0.0,,0.0,7.21394,0.0,70.0944,416.925,3.50228,11.1158
Up Link,Mix,Poisson,UDP,50.0,2,3.7095,0.0,,0.0,8.07132,0.0,82.1868,420.212,5.7504,28.1555
Duplex,Mix,Full Buffer,UDP,10.0,5,2988.32,2078.69,101.998,57.8586,24.1874,3.27199,111.086,431.171,4.33011,32.7694
Up Link,Mix,Poisson,TCP,50.0,2,67.3805,0.0,,0.0,4.57089,0.0,76.4052,418.905,7.34755,23.2395
Duplex,Mix,Poisson,UDP,30.0,4,881.455,835.653,20.7845,17.938,3.80369,2.41887,100.166,430.792,12.1249,44.3898
Duplex,Mix,Poisson,TCP,40.0,5,80.6234,62.3042,0.440122,0.0226421,1.51541,1.46728,85.8904,427.681,10.0173,46.4351
Up Link,Mix,Poisson,TCP,50.0,3,32.5933,0.0,,0.0,3.8272,0.0,91.1485,423.794,10.6606,44.644
Up Link,Mix,Poisson,UDP,30.0,2,3.7675,0.0,,0.0,8.22967,0.0,82.5651,420.147,5.91447,27.6026
Up Link,Mix,Full Buffer,UDP,30.0,4,3070.06,0.0,,0.0,31.0967,0.0,122.013,429.917,4.29608,28.5003
Duplex,Mix,Full Buffer,UDP,50.0,3,2540.92,2203.85,101.798,58.2106,33.5187,4.81285,126.866,433.428,6.51044,45.1122
Duplex,Mix,Periodic,TCP,50.0,4,18.4432,48.989,0.812412,0.0181767,2.71518,2.04977,90.5889,431.896,11.5429,53.4647
Duplex,Mix,Periodic,TCP,50.0,1,8.025,9.462,0.944236,0.00310704,5.38378,8.37708,71.349,418.988,6.34535,16.6537
Up Link,Mix,Periodic,TCP,50.0,5,155.561,0.0,,0.0,2.39398,0.0,102.053,424.002,12.5189,49.238
Down Link,Mix,Periodic,UDP,40.0,1,0.0,8.046,0.0,,0.0,10.8113,69.1298,423.153,7.4339,16.9662
Duplex,Mix,Periodic,UDP,20.0,2,2198.56,1166.86,43.5391,23.5965,6.75004,4.15701,96.0094,425.096,9.68913,28.7402
Duplex,Mix,Periodic,UDP,40.0,5,1330.08,1507.64,28.5669,29.9357,2.73078,1.83575,101.789,429.789,13.596,47.236
Down Link,Mix,Full Buffer,TCP,10.0,5,0.0,51.7724,0.0,,0.0,10.6663,95.3794,470.314,11.3488,64.3643
Up Link,Mix,Periodic,UDP,50.0,4,3.50225,0.0,,0.0,4.00803,0.0,84.0767,420.545,5.97396,29.8493
Duplex,Mix,Periodic,TCP,20.0,5,80.1308,65.6006,0.413713,0.0828612,1.41042,1.7211,83.6395,425.82,8.75942,39.8401
Down Link,Mix,Full Buffer,UDP,10.0,1,0.0,615.278,0.0,,0.0,37.6201,84.3294,440.293,6.59764,15.4898
Down Link,Mix,Full Buffer,TCP,30.0,2,0.0,19.4805,0.0,,0.0,42.1687,62.8497,422.03,2.49339,10.9028
Duplex,Mix,Periodic,UDP,40.0,5,1364.2,1564.83,27.9576,30.1824,2.71415,1.83566,100.133,429.494,13.6914,47.3181
Up Link,Mix,Periodic,UDP,10.0,3,2.686,0.0,,0.0,6.29503,0.0,88.0325,422.035,7.55622,35.968
Down Link,Mix,Poisson,UDP,30.0,3,0.0,893.345,0.0,,0.0,3.20109,96.4483,420.024,8.44337,23.9698
Down Link,Mix,Full Buffer,UDP,40.0,2,0.0,718.941,0.0,,0.0,19.342,96.1505,442.796,7.7548,22.1375
Up Link,Mix,Periodic,UDP,20.0,3,2.519,0.0,,0.0,5.66986,0.0,86.1352,421.406,7.06699,33.7431
Down Link,Mix,Periodic,UDP,30.0,1,0.0,7.966,0.0,,0.0,10.9524,69.3893,423.35,7.60062,17.2606
Duplex,Mix,Poisson,UDP,20.0,3,1709.47,957.945,29.7445,18.7975,4.7021,3.09373,105.597,430.426,14.0462,45.7422
Duplex,Mix,Poisson,TCP,10.0,5,62.9782,97.203,0.500478,0.0200562,2.3949,1.68225,92.5144,433.723,11.515,53.8713
Down Link,Mix,Poisson,UDP,50.0,2,0.0,1055.77,0.0,,0.0,4.1318,88.5281,422.019,9.36054,25.7135
Up Link,Mix,Poisson,UDP,30.0,4,3.625,0.0,,0.0,4.17293,0.0,84.1182,420.749,6.15885,30.5577
Down Link,Mix,Periodic,UDP,40.0,5,0.0,840.585,0.0,,0.0,2.02731,105.905,423.752,11.0891,35.1367
Up Link,Mix,Full Buffer,UDP,10.0,4,3171.32,0.0,,0.0,27.4644,0.0,122.285,429.851,4.22438,28.2042
Up Link,Mix,Poisson,TCP,30.0,2,73.874,0.0,,0.0,4.8514,0.0,77.2793,419.093,6.34419,23.7789
Down Link,Mix,Poisson,TCP,20.0,5,0.0,37.6302,0.0,,0.0,1.54401,78.3217,424.577,7.38066,33.4952
Up Link,Mix,Poisson,TCP,20.0,4,79.2925,0.0,,0.0,3.4642,0.0,93.4658,424.587,10.7006,46.661
Down Link,Mix,Poisson,UDP,50.0,4,0.0,790.897,0.0,,0.0,2.47196,103.473,425.169,10.2459,32.995
Up Link,Mix,Periodic,TCP,20.0,2,42.422,0.0,,0.0,4.79993,0.0,76.023,419.613,6.49962,26.6202
Down Link,Mix,Full Buffer,UDP,40.0,5,0.0,810.273,0.0,,0.0,13.7247,106.512,483.783,12.8633,44.161
Down Link,Mix,Periodic,UDP,40.0,4,0.0,911.635,0.0,,0.0,2.43771,104.393,425.144,10.2834,33.1878
Duplex,Mix,Full Buffer,TCP,40.0,1,6.7,17.828,0.173897,0.00465755,9.1668,42.5473,72.7605,420.247,3.68142,10.7125
Duplex,Mix,Full Buffer,UDP,30.0,4,3315.93,2495.6,101.506,46.3634,33.1552,6.62051,139.044,431.221,3.75741,14.7515
Up Link,Mix,Full Buffer,UDP,20.0,3,2231.53,0.0,,0.0,37.3229,0.0,130.164,430.229,4.76188,30.4681
Down Link,Mix,Poisson,TCP,30.0,5,0.0,40.1852,0.0,,0.0,1.47402,77.925,424.172,7.11625,32.2721
Down Link,Mix,Poisson,TCP,20.0,4,0.0,19.1645,0.0,,0.0,2.18451,78.0311,423.658,7.5952,32.071
Duplex,Mix,Periodic,TCP,30.0,4,29.2198,48.8465,0.363235,0.0144703,3.26245,2.12617,94.8665,434.678,13.2542,58.652
Duplex,Mix,Poisson,TCP,20.0,2,54.5435,51.6105,1.01262,0.0316075,4.82543,2.73373,81.5603,423.87,7.49153,26.439
Up Link,Mix,Periodic,TCP,30.0,4,69.498,0.0,,0.0,3.3588,0.0,98.6115,424.654,11.9261,48.4509
Up Link,Mix,Full Buffer,UDP,40.0,3,2156.91,0.0,,0.0,36.7965,0.0,129.393,430.209,4.87912,31.0542
Duplex,Mix,Poisson,UDP,10.0,2,2332.21,1067.31,44.7992,11.8537,8.47853,4.52703,99.1361,426.02,10.3368,30.8878
Up Link,Mix,Poisson,UDP,40.0,2,3.7955,0.0,,0.0,8.02442,0.0,82.2934,420.28,5.74558,28.4431
Duplex,Mix,Poisson,UDP,20.0,1,17.557,163.798,1.61719,0.0,15.9966,11.493,90.9586,426.315,7.39064,18.6913
Up Link,Mix,Full Buffer,TCP,50.0,5,60.4796,0.0,,0.0,10.0202,0.0,102.944,435.1,11.4132,72.6164
Up Link,Mix,Periodic,UDP,30.0,3,2.552,0.0,,0.0,5.4925,0.0,87.0078,421.173,6.8426,32.864
Up Link,Mix,Full Buffer,UDP,50.0,1,3124.61,0.0,,0.0,45.5051,0.0,114.587,420.185,3.18685,10.2858
Duplex,Mix,Full Buffer,TCP,30.0,4,30.7228,68.522,2.5731,0.00328073,1.32469,10.5135,79.3022,420.398,3.58959,13.4473
Up Link,Mix,Poisson,TCP,20.0,2,63.511,0.0,,0.0,5.03558,0.0,76.7781,419.296,6.84814,24.2227
Up Link,Mix,Periodic,UDP,50.0,2,3.8025,0.0,,0.0,8.01512,0.0,82.2736,420.1,5.658,27.5921
Up Link,Mix,Full Buffer,TCP,40.0,5,59.7182,0.0,,0.0,10.2327,0.0,104.278,435.063,11.6341,71.5644
Duplex,Mix,Full Buffer,UDP,40.0,4,3442.28,2087.34,101.64,53.9735,26.3878,5.90653,121.86,431.898,4.28362,27.8873
Duplex,Mix,Poisson,UDP,50.0,4,768.953,720.038,20.5907,19.1657,3.72703,2.36287,99.7416,430.064,11.578,42.7375
Duplex,Mix,Full Buffer,TCP,50.0,5,111.966,101.168,0.213641,0.00257737,6.98669,10.7735,98.5399,451.12,6.65682,34.8568
Duplex,Mix,Periodic,UDP,40.0,2,2270.07,1166.78,42.5075,24.2196,6.36414,4.01776,96.4343,424.927,10.1245,29.6407
Up Link,Mix,Full Buffer,UDP,40.0,4,3078.57,0.0,,0.0,31.4215,0.0,122.399,429.901,4.21062,28.0144
Duplex,Mix,Full Buffer,TCP,40.0,1,6.768,19.822,0.21367,0.00232364,9.11299,33.9415,72.2809,419.742,3.60068,10.5492
Up Link,Mix,Full Buffer,UDP,30.0,3,2189.43,0.0,,0.0,37.4745,0.0,130.053,430.233,4.78777,30.5477
Duplex,Mix,Poisson,TCP,40.0,1,1.487,0.645,1.70867,0.0,2.44874,12.7065,64.6994,416.714,5.22811,14.1077
Down Link,Mix,Poisson,UDP,30.0,1,0.0,8.23,0.0,,0.0,11.2603,69.684,423.617,7.70642,17.4537
Duplex,Mix,Full Buffer,TCP,40.0,3,8.832,43.977,0.0945427,0.00939867,16.6803,25.901,115.953,462.251,5.81152,27.0657
Up Link,Mix,Periodic,TCP,50.0,5,90.4156,0.0,,0.0,1.82667,0.0,91.5008,422.183,9.14603,40.0736
Up Link,Mix,Poisson,UDP,20.0,2,3.764,0.0,,0.0,8.6608,0.0,83.5046,420.376,5.77489,28.2907
Up Link,Mix,Poisson,TCP,30.0,5,69.4988,0.0,,0.0,2.07355,0.0,89.8585,422.712,8.94091,41.2124
Duplex,Mix,Full Buffer,UDP,30.0,4,3500.73,2120.64,101.513,54.2245,27.0697,6.23356,121.558,432.172,4.30143,28.0263
Up Link,Mix,Periodic,TCP,20.0,1,2.484,0.0,,0.0,3.08677,0.0,63.8749,415.672,4.43498,12.6259
Duplex,Mix,Full Buffer,TCP,50.0,4,29.1928,77.1995,2.35905,0.0034283,1.56687,8.75059,79.3196,420.454,3.61895,13.503
Down Link,Mix,Poisson,UDP,10.0,5,0.0,1442.87,0.0,,0.0,2.12328,110.815,426.408,12.5986,40.1042
Up Link,Mix,Full Buffer,TCP,20.0,1,5.56,0.0,,0.0,16.921,0.0,74.0739,416.638,3.23023,9.82751
Up Link,Mix,Periodic,UDP,20.0,2,3.8305,0.0,,0.0,8.51015,0.0,82.4673,420.39,6.26516,28.5219
Duplex,Mix,Poisson,TCP,50.0,4,18.723,59.4357,0.348916,0.16843,1.81865,2.39089,84.7218,427.064,10.0439,47.8413
Up Link,Mix,Periodic,UDP,30.0,2,3.8245,0.0,,0.0,8.23847,0.0,81.9386,420.18,5.63191,27.7389
Duplex,Mix,Periodic,UDP,30.0,5,1387.19,1506.3,28.7479,30.0895,2.7443,1.85627,102.84,429.713,13.7131,47.7148
Up Link,Mix,Full Buffer,TCP,10.0,3,11.027,0.0,,0.0,25.3052,0.0,121.172,435.224,9.20858,50.4976
Duplex,Mix,Periodic,TCP,50.0,1,9.03,10.057,1.43466,0.00533789,5.8668,6.63347,71.3475,418.585,5.58361,15.0576
Duplex,Mix,Full Buffer,TCP,10.0,1,5.036,20.606,0.1769,0.00231064,9.45727,40.1185,72.083,419.63,3.56868,10.4829
Up Link,Mix,Poisson,TCP,10.0,5,68.3732,0.0,,0.0,2.54649,0.0,91.1739,424.334,10.0301,46.745
Down Link,Mix,Full Buffer,UDP,30.0,1,0.0,608.565,0.0,,0.0,37.407,84.1438,440.091,6.56623,15.4343
Up Link,Mix,Full Buffer,UDP,30.0,4,3168.56,0.0,,0.0,27.6598,0.0,121.443,429.825,4.27847,28.6343
Up Link,Mix,Poisson,TCP,10.0,3,104.844,0.0,,0.0,4.51065,0.0,94.99,424.865,11.9256,48.4323
Up Link,Mix,Poisson,UDP,40.0,1,8.184,0.0,,0.0,15.8523,0.0,81.0406,417.377,4.2529,13.7148
Up Link,Mix,Periodic,UDP,20.0,1,8.104,0.0,,0.0,17.0031,0.0,83.1652,417.681,4.48361,14.4599
Up Link,Mix,Full Buffer,UDP,20.0,2,3041.87,0.0,,0.0,29.0805,0.0,95.2454,419.701,3.06187,10.3461
Up Link,Mix,Poisson,UDP,20.0,3,2.47033,0.0,,0.0,5.83781,0.0,87.4555,421.614,7.38087,34.5576
Down Link,Mix,Periodic,TCP,10.0,1,0.0,8.2,0.0,,0.0,12.5621,74.2935,425.874,8.68832,21.1341
Up Link,Mix,Periodic,UDP,50.0,2,3.846,0.0,,0.0,8.03212,0.0,81.3338,420.04,5.50912,27.278
Up Link,Mix,Poisson,TCP,40.0,5,146.281,0.0,,0.0,2.00454,0.0,87.9376,422.007,8.34104,38.0399
Up Link,Mix,Periodic,UDP,10.0,4,3.6005,0.0,,0.0,4.72519,0.0,86.2565,421.521,6.78383,33.2394
Down Link,Mix,Poisson,TCP,20.0,2,0.0,24.1705,0.0,,0.0,3.20754,69.7062,421.25,6.48953,20.7247
Duplex,Mix,Full Buffer,UDP,20.0,1,3919.0,1386.83,99.7384,84.9568,35.5561,5.99442,112.95,425.062,4.51311,13.4595
Down Link,Mix,Periodic,UDP,50.0,2,0.0,1260.6,0.0,,0.0,3.93138,88.1668,421.763,9.05095,25.0641
Duplex,Mix,Full Buffer,TCP,40.0,2,88.532,41.6675,0.175073,0.0388733,3.20434,10.9499,68.1182,420.752,2.68244,11.5899
Duplex,Mix,Full Buffer,UDP,30.0,3,2416.2,2018.07,101.815,55.2099,35.6934,5.41082,128.657,431.379,4.94944,31.0543
Duplex,Mix,Poisson,TCP,10.0,4,46.704,41.776,0.513505,0.0257624,2.41613,2.82189,87.6569,429.409,9.97844,45.9444
Up Link,Mix,Periodic,UDP,40.0,4,3.6695,0.0,,0.0,4.05316,0.0,82.8988,420.53,6.02405,29.7481
Duplex,Mix,Full Buffer,UDP,50.0,3,2542.32,2387.34,101.81,56.3865,34.3634,6.53412,127.988,432.479,5.71299,37.8476
Down Link,Mix,Full Buffer,TCP,50.0,4,0.0,34.134,0.0,,0.0,15.6683,100.311,474.718,11.3836,56.2224
Duplex,Mix,Periodic,UDP,50.0,5,1327.64,1508.39,27.8673,30.4386,2.69332,1.82418,104.474,429.411,13.4941,46.8677
Up Link,Mix,Full Buffer,TCP,10.0,2,27.6235,0.0,,0.0,6.99996,0.0,70.2469,416.861,3.48921,11.0553
Duplex,Mix,Periodic,TCP,30.0,4,72.5367,58.4657,1.33489,0.106586,3.25926,1.98442,97.0499,434.874,12.767,55.2039
Up Link,Mix,Periodic,UDP,40.0,5,2.8822,0.0,,0.0,3.23839,0.0,82.8007,421.036,6.0062,32.3098
Down Link,Mix,Poisson,TCP,20.0,3,0.0,0.260333,0.0,,0.0,3.59312,74.816,416.86,4.28204,17.0185
Up Link,Mix,Poisson,UDP,30.0,4,3.6245,0.0,,0.0,4.01891,0.0,83.4203,420.507,5.99055,29.7126
Up Link,Mix,Full Buffer,UDP,20.0,4,3111.22,0.0,,0.0,31.8622,0.0,122.061,429.879,4.22161,28.2617
Up Link,Mix,Periodic,TCP,50.0,4,61.396,0.0,,0.0,3.22449,0.0,94.3222,424.123,10.69,45.3569
Down Link,Mix,Periodic,TCP,40.0,4,0.0,22.2147,0.0,,0.0,2.14975,78.9051,425.805,8.49842,35.3195
Duplex,Mix,Poisson,UDP,40.0,5,1250.53,1442.64,28.7446,29.7477,2.8337,1.79933,101.761,429.36,13.7222,47.6097
Up Link,Mix,Periodic,TCP,10.0,4,28.194,0.0,,0.0,3.74433,0.0,92.8682,425.086,10.3661,47.7093
Up Link,Mix,Full Buffer,TCP,40.0,2,9.8755,0.0,,0.0,8.23606,0.0,83.0799,417.27,3.29117,13.2755
Up Link,Mix,Periodic,UDP,50.0,5,2.9292,0.0,,0.0,3.20857,0.0,82.1154,420.955,5.98308,32.027
Down Link,Mix,Periodic,UDP,50.0,2,0.0,1265.6,0.0,,0.0,3.92541,88.7756,421.819,9.14826,25.2642
Duplex,Mix,Periodic,TCP,30.0,4,201.011,51.7835,1.54676,0.0997462,3.26441,1.95092,93.8245,433.621,11.1631,49.1115
Down Link,Mix,Periodic,TCP,10.0,2,0.0,25.008,0.0,,0.0,3.59,71.5283,422.142,7.1241,22.5031
Duplex,Mix,Full Buffer,UDP,40.0,5,2989.19,1999.88,101.815,57.9978,20.9195,4.01727,111.575,431.496,4.34489,32.771
Duplex,Mix,Poisson,TCP,10.0,1,5.998,7.287,0.591269,0.00367094,5.26658,10.9086,69.6727,418.328,6.07771,16.2433
Up Link,Mix,Poisson,TCP,30.0,2,35.1695,0.0,,0.0,4.66637,0.0,74.1898,418.749,6.60513,21.7879
Up Link,Mix,Periodic,UDP,10.0,1,8.188,0.0,,0.0,18.9158,0.0,85.3992,417.938,4.56996,14.7387
Duplex,Mix,Poisson,TCP,10.0,2,97.257,60.6045,1.23129,0.0722268,5.347,3.27095,83.7196,424.943,8.5012,26.8075
Down Link,Mix,Periodic,UDP,10.0,3,0.0,891.768,0.0,,0.0,3.49494,106.948,426.127,12.7949,36.1439
Up Link,Mix,Poisson,UDP,30.0,4,3.536,0.0,,0.0,4.16324,0.0,84.118,420.706,6.17067,30.4081
